,Value,Name
153,Douglas Emhoff is a Distinguished Visitor from Practice at Georgetown Law and a Distinguished Fellow of Georgetown Law’s Institute for Technology Law and Policy.,Douglas Emhoff
153,"In his almost 30 year career, Emhoff was known for tackling and resolving the toughest problems – whether by litigating high-stakes cases or acting as a trusted advisor in complex disputes with an emphasis on media, entertainment, and Intellectual Property matters.",Douglas Emhoff
153,Emhoff is a devoted father and proud husband.,Douglas Emhoff
154,"B.S., J.D., Georgetown.  ",Eduardo Ferrer
154,Professor Eduardo “Eddie” Ferrer is DCLY’s Legal & Policy Director as well as a founding member and former Executive Director of the organization.,Eduardo Ferrer
154,Professor Ferrer also serves as the Chair of the Board of Directors of the Campaign for Youth Justice and the Chair of the Board of Trustees of The Next Step Charter School in Columbia Heights.,Eduardo Ferrer
154,Professor Ferrer was a member of the 2012-13 class of the Nonprofit Roundtable of Greater Washington’s Future Executive Director Program and served as the Advisory Neighborhood Commissioner for Single Member District 1B10 from 2009-2010.,Eduardo Ferrer
154,"Eddie was awarded the 2013 Mid-Atlantic Innocence Project’s “Defender of Innocence Award” for his work securing the release of David Boyce, a innocent man wrongfully convicted in Virginia in 1990, and was recognized in 2008 by Legal Bisnow Magazine as a top “30 under 30” attorney in the District of Columbia.    ",Eduardo Ferrer
154,"Prior to joining DC Lawyers for Youth full-time, Professor Ferrer worked in private practice at Howrey LLP where he worked on a variety of matters, including juvenile justice policy, immigration law, constitutional law, civil rights law, writs of habeas corpus, white-collar criminal defense, and antitrust law.   ",Eduardo Ferrer
154,Professor Ferrer received his B.S. in Business Administration from the McDonough School of Business at Georgetown University in 2002 and his law degree from Georgetown Law in 2005.,Eduardo Ferrer
154,"During his college and law school years, Professor Ferrer worked as a tutor, coach, abuse/neglect compliance intern, special education advocate, and a juvenile defender.",Eduardo Ferrer
155,Samuel A. Flax joined the Georgetown Law faculty following a 35-year career as a practicing attorney and corporate executive.  ,Samuel A. Flax
155,"Until its sale in 2017, Professor Flax was the Executive Vice President, General Counsel and Chief Compliance Officer of American Capital, Ltd., a publicly-traded private equity and asset management firm with over $100 billion in assets under management.",Samuel A. Flax
155,He was a member of American Capital’s investment committee and also an executive officer and director of two publicly-traded mortgage REITs managed by American Capital and of the affiliated European Capital Limited.,Samuel A. Flax
155,"Prior to joining the company in 2005, Professor Flax was a senior partner in the corporate and securities practice group of Arnold & Porter.",Samuel A. Flax
155,"During his 20-year career at the firm, he worked on a wide variety of transactional and counseling matters.",Samuel A. Flax
155,"Previously, Professor Flax was an associate with Morgan, Lewis & Bockius and a law clerk for the Honorable H. Emory Widener, Jr., of the United States Court of Appeals for the Fourth Circuit.",Samuel A. Flax
155,"Professor Flax received a Bachelor of Industrial Engineering from Georgia Tech and a J.D. from Washington & Lee University, where he was Research Editor of the Washington & Lee Law Review.",Samuel A. Flax
155,"In 2018, he was a Fellow in the Advanced Leadership Initiative at Harvard University.",Samuel A. Flax
156,"On April 9, 2021, Professor Fredrickson was named to the Presidential Commission on the Supreme Court of the United States.  ",Caroline Fredrickson
156,"Caroline Fredrickson served as the President of the American Constitution Society from 2009-2019, where she helped grow ACS, which now has lawyer chapters across the country, student chapters in nearly every law school in the United States, and thousands of members throughout the nation.",Caroline Fredrickson
156,"She was an eloquent spokesperson for ACS and the progressive movement on issues such as civil and human rights, judicial nominations and the importance of the courts in America, marriage equality, voting rights, the role of money in politics, labor law, and anti-discrimination efforts, rule of law, congressional oversight, and separation of powers, among others.",Caroline Fredrickson
156,"This fall, she will join Georgetown Law as a Visiting Professor.",Caroline Fredrickson
156,"Fredrickson has published works on many legal and constitutional issues and is a frequent guest on television and radio, including serving as a regular on-air commentator on impeachment.",Caroline Fredrickson
156,"In addition, she regularly contributes opinion pieces for The New York Times, The Washington Post, and other news outlets.",Caroline Fredrickson
156,"She is also the author of Under The Bus: How Working Women Are Being Run Over, The Democracy Fix: How to Win the Fight for Fair Rules, Fair Courts, and Fair Elections, and most recently, The AOC Way.",Caroline Fredrickson
156,"Before joining ACS, Fredrickson served as the Director of the ACLU’s Washington Legislative Office and as General Counsel and Legal Director of NARAL Pro-Choice America.",Caroline Fredrickson
156,"In addition, she served as the Chief of Staff to Senator Maria Cantwell, of Washington, and Deputy Chief of Staff to then-Senate Democratic Leader Tom Daschle, of South Dakota.",Caroline Fredrickson
156,"During the Clinton Administration, she served as Special Assistant to the President for Legislative Affairs.",Caroline Fredrickson
156,"Fredrickson is currently an elected member of the American Law Institute, co-chair of the National Constitution Center’s Coalition of Freedom Advisory Board, a member of If/When/How’s Advisory Board, and on the boards of American Oversight and the National Institute of Money and Politics.",Caroline Fredrickson
156,In 2015 Fredrickson was appointed a member of the Yale Les Aspin Fellowship Committee.,Caroline Fredrickson
156,"Fredrickson received her J.D. from Columbia Law School with honors and her B.A. from Yale University in Russian and East European Studies summa cum laude, phi beta kappa.",Caroline Fredrickson
156,She clerked for the Hon. James L. Oakes of the United States Court of Appeals for the Second Circuit.,Caroline Fredrickson
157,Professor Freeman is the Director of Georgetown’s S.J.D. Program.,Alexa Freeman
157,"She comes to this position with a diverse portfolio of experiences and interests, including an actual portfolio from her Fine Arts degree and first career as an artist.  ",Alexa Freeman
157,"Professor Freeman was a leader in several feminist organizations and the nascent gay rights movement in Washington, DC.  ",Alexa Freeman
157,"She was a member of the collective that published a pioneering feminist theory journal, Quest: a feminist quarterly.  ",Alexa Freeman
157,"An advocate for DC statehood, she served as elected delegate to the DC Constitutional Convention to draft a constitution in anticipation of eventual statehood.  ",Alexa Freeman
157,"She worked on Capitol Hill for Representative (now Senator) Chuck Schumer on the House Subcommittee on Civil and Constitutional Rights, and then for the ACLU’s National Prison Project, where she litigated class action cases challenging the constitutionality of conditions of confinement in prisons, jails and juvenile detention facilities across the United States.  ",Alexa Freeman
157,"Throughout her legal career she has moved between activism and critical reflection, seeing each as vitally necessary to build a better world and, not coincidentally, to produce first-rate scholarship.  ",Alexa Freeman
157,She believes that success in writing a dissertation over several long years requires both sustained passion about the problem that motivates the scholarship and intellectual discipline to effectively engage it.  ,Alexa Freeman
157,"She taught at Washington College of Law and George Washington before coming to Georgetown, first to the Federal Legislation and Administration Clinic, then to Workplace Flexibility 2010, and now Graduate Programs. ",Alexa Freeman
157,"Her scholarly interests are on issues relating to workplace justice, prisons, and career flexibility.  ",Alexa Freeman
158,"Professor Glaberson rejoins the Civil Litigation Clinic as its Director during the 2021-22 school year, after previously serving as its founding Fellow.",Stephanie Glaberson
158,"Since leaving Georgetown, Professor Glaberson has served as a staff attorney focusing on access to justice issues with Public Justice, a national non-profit public interest law firm.",Stephanie Glaberson
158,"Prior to helping to found the Civil Litigation Clinic in 2017, Professor Glaberson defended low-income New Yorkers against government interference with their right to parent their children, with Brooklyn Defender Services’",Stephanie Glaberson
158,Family Defense Practice.,Stephanie Glaberson
158,"She received her B.A. magna cum laude from the University of Pennsylvania, her J.D. cum laude from New York University School of Law, and her L.L.M. with honors from Georgetown University Law Center.",Stephanie Glaberson
158,She previously served as a law clerk to the Honorable Frank Maas in the United States District Court for the Southern District of New York.,Stephanie Glaberson
158,"She is a member of the bars of New York and the District of Columbia, as well as several federal courts.",Stephanie Glaberson
159,"After graduating from the Law Center in 1970, Professor Goldblatt was an Assistant District Attorney and then a Deputy District Attorney of Philadelphia.",Steven H. Goldblatt
159,He has been chair of the American Bar Association Criminal Justice Section Amicus Curiae Briefs Committee (1982-1999).,Steven H. Goldblatt
159,"In 1985, he was a member of the ABA committee that issued the report, “Appellate Litigation Skills Training: The Role of the Law Schools.”",Steven H. Goldblatt
159,He served as reporter to the ABA Criminal Justice Section’s Special Committee on Criminal Justice in a Free Society.,Steven H. Goldblatt
159,"That committee’s report, Criminal Justice in Crisis, was published in 1988.",Steven H. Goldblatt
159,"In 1992, he was the reporter to the ABA Task Force on Minorities in the Justice System.",Steven H. Goldblatt
159,Its July 1992 report was adopted by the ABA and is now being implemented.,Steven H. Goldblatt
159,His recent writings in the criminal justice area include several briefs in the United States Supreme Court.,Steven H. Goldblatt
159,He has argued three cases in that Court on behalf of Appellate Litigation Clinic clients.,Steven H. Goldblatt
159,He currently serves as the Chairperson of the Rules Advisory Committee of the U.S. Court of Appeals for the Armed Forces.,Steven H. Goldblatt
160,"Professor Dr. Maximilian Haedicke, LL.M. works in all fields of industrial property rights and competition law.","Maximilian Haedicke, LL.M."
160,"He studied law in Munich, Geneva and Washington D.C. (LL.M. Georgetown, New York Bar Exam).","Maximilian Haedicke, LL.M."
160,"After a legal clerkship the at Berlin High Court, he became assistant professor at Max-Planck-Institute for Foreign and International Copyright, Patent and Competition Law in Munich.","Maximilian Haedicke, LL.M."
160,He held the position of head of the U.S. department.,"Maximilian Haedicke, LL.M."
160,Afterwards he spent years in private practice.,"Maximilian Haedicke, LL.M."
160,He worked for an international law firm with a specialization on intellectual property and information technology law and in a law firm specialized in patent litigation.,"Maximilian Haedicke, LL.M."
160,"Since 2003 he is tenured professor at Albert-Ludwigs-University in Freiburg, Germany where he holds a Chair for Intellectual Property and Competition Law.","Maximilian Haedicke, LL.M."
160,At Freiburg University he lectures on Patent and Copyright Law and on Contract and Tort Law.,"Maximilian Haedicke, LL.M."
160,He also teaches mediation.,"Maximilian Haedicke, LL.M."
160,Between 2011 and March 2017 he has been a Judge at the Patent Division of the Court of Appeals in Düsseldorf.,"Maximilian Haedicke, LL.M."
160,"Maximilian Haedicke has acted as expert witness, as arbitrator and as mediator, especially in national and international patent and licensing proceedings.","Maximilian Haedicke, LL.M."
160,His scholarship engages especially in patent law.,"Maximilian Haedicke, LL.M."
160,"Maximilian Haedicke is the author of a textbook on patent law (Heymanns 5th ed. 2020) and co-editor and co-author of the Handbook on Patent Law, (2020 Beck and Hart Publishing, 1650 pages).","Maximilian Haedicke, LL.M."
161,Professor Hagan was the IMF’s General Counsel for fourteen years (2004-2018).,Sean Hagan
161,"In this capacity, Professor Hagan advised the IMF’s management, Executive Board and membership on all legal aspects of the IMF’s operations, including its regulatory, advisory and lending functions.",Sean Hagan
161,"He also led a number of policy initiatives, including, most recently, the reform of the IMF’s anti-corruption policy.  ",Sean Hagan
161,"Professor Hagan has published extensively on both the law of the IMF and a broad range of issues relating to the prevention and resolution of financial crisis, with a particular emphasis on insolvency and the restructuring of debt, including sovereign debt.  ",Sean Hagan
161,"Prior to beginning work at the IMF, Professor Hagan was in private practice, first in New York and subsequently in Tokyo.",Sean Hagan
161,Professor Hagan received his Juris Doctor from the Georgetown University Law Center and also received a Masters of Science in International Political Economy from the London School of Economics and Political Science.  ,Sean Hagan
161,"During the 2018-2019 Academic year, Professor Hagan has been Visiting Fellow at Oxford University (Exeter College).   ",Sean Hagan
162,Professor Stephen P. Hills was appointed the founding director of Georgetown Law’s Business Skills Program in September 2015 after a successful 28 year career at The Washington Post.,Stephen P. Hills
162,"Hills served as president and general manager of The Post since September 2002, and in 2008 became president and general manager of Washington Post Media, a multi-platform news brand.  ",Stephen P. Hills
162,"During his tenure at The Post, he led the transformation of the company culture from a print-centric legacy organization to a digital powerhouse, embracing innovative approaches to technology and creating a culture of ‘fail fast’ experimentation.",Stephen P. Hills
162,"He developed the business case for selling The Post, and led the transition that resulted in The Post being named “Most Innovative Media Company in the World” by Fast Company in 2015.   ",Stephen P. Hills
162,The extraordinary record of innovations created under Hill’s leadership include:   •         Digital Partner Program.,Stephen P. Hills
162,Created millions of new Washington Post consumers by developing innovative partnerships with more than three hundred newspapers and digital publishers.   ,Stephen P. Hills
162,•         ARC – a digital publishing software suite of products created by the Washington Post engineering team that is now sold under a SaaS model.   ,Stephen P. Hills
162,•         Greater Washington Publishing.,Stephen P. Hills
162,Created a niche Print and Internet publishing operation that became the model for the newspaper industry and generated tens of millions of dollars in operating profits.   ,Stephen P. Hills
162,•         Express.,Stephen P. Hills
162,"Created one of the most successful free distribution commuter publications in the country, which also generated tens of millions in profits.   •         ",Stephen P. Hills
162,An ever-growing array of Washington Post digital products on a wide variety of platforms.    ,Stephen P. Hills
162,"Professor Hills’s career started after college when he used $2,000 in savings to co-found The Bay City Business Journal in the San Francisco Bay Area, which – under his leadership – grew within two years to the largest controlled circulation business publication in Northern California.    ",Stephen P. Hills
162,Professor Hills is proud to have started his career as a sales representative for the Fuller Brush Company in 1979 in San Francisco.   ,Stephen P. Hills
162,Professor Hills graduated from Yale University in 1981 and received an M.B.A. from Harvard Business School in 1987.,Stephen P. Hills
163,Coming Soon.,Charisma X. Howell
164,Professor,Stephanie Inks
164,Inks is a research and clinical fellow at Georgetown University Law Center.,Stephanie Inks
164,"Previously, she practiced law for six years as a litigator at Simpson, Thacher, and Bartlett in both New York and Washington D.C. where she represented a wide variety of clients including corporations, financial institutions, and individuals in a broad range of complex disputes including securities litigation, insurance coverage litigation, general commercial litigation, as well as antitrust, corporate and government investigations and white-collar proceedings.",Stephanie Inks
164,"On a pro-bono basis, she represented two indigent children from Ecuador, winning them a grant of asylum.",Stephanie Inks
164,"Before beginning her practice, Professor Inks taught Constitutional Law to undergraduate students at Louisiana State University.",Stephanie Inks
164,"Her area of interest includes teaching law students with an emphasis on how to engage and promote dialogue in a civil, respectful, mutually understanding way while living with the deepest of differences in a pluralistic society.",Stephanie Inks
164,Her most recent article: “How Immigration Law’s Looming RFRA Problem Can Be Solved By RFRA” was published by BYU Law Review in 2019.,Stephanie Inks
164,Professor Inks received her J.D. from Georgetown University Law Center and her B.A. magna cum laude from Hillsdale College.,Stephanie Inks
165,Katrin Kuhlmann is a Visiting Professor at Georgetown University Law Center and the President and Founder of the New Markets Lab.,Katrin Kuhlmann
165,"Her work focuses on the intersection between law and development, international economic law, trade and development, regional trade models, agricultural regulation and food security, comparative law, and international legal and regulatory reform; she is published widely and speaks frequently on these topics.  ",Katrin Kuhlmann
165,"Professor Kuhlmann is also a Senior Associate with the Global Food Security Project of the Center for Strategic and International Studies (CSIS), a member of the Trade Advisory Committee on Africa of the Office of the United States Trade Representative, a member of the Bretton Woods Committee, and a representative on a number of boards and advisory boards.",Katrin Kuhlmann
165,She has also served as a Lecturer on Law at Harvard Law School and an international trade negotiator and has held senior positions at think tanks and non-profit organizations as well as practiced international law.  ,Katrin Kuhlmann
165,Kuhlmann holds degrees from Harvard Law School and Creighton University and was the recipient of a Fulbright scholarship to study international economics.,Katrin Kuhlmann
166,"Frederick M. Lawrence is the 10th Secretary and CEO of the Phi Beta Kappa Society, the nation’s first and most prestigious honor society, founded in 1776.",Frederick M. Lawrence
166,"Lawrence is a Distinguished Lecturer at the Georgetown Law Center, and has previously served as president of Brandeis University, Dean of the George Washington University Law School, and Visiting Professor and Senior Research Scholar at Yale Law School.",Frederick M. Lawrence
166,"An accomplished scholar, teacher and attorney, Lawrence is one of the nation’s leading experts on civil rights, free expression and bias crimes.",Frederick M. Lawrence
166,Lawrence has published widely and lectured internationally.,Frederick M. Lawrence
166,"He is the author of Punishing Hate: Bias Crimes Under American Law (Harvard University Press 1999), examining bias-motivated violence and the laws governing how such violence is punished in the United States.",Frederick M. Lawrence
166,"He is an opinion contributor to The Hill and US News, frequently contributes op-eds to various other news sources, such as Newsweek, the Boston Globe, the Philadelphia Inquirer, the Observer, the NY Daily News and The Huffington Post, and has appeared on CNN among other networks.  ",Frederick M. Lawrence
166,"Lawrence has testified before Congress concerning free expression on campus and on federal hate crime legislation, was the key-note speaker at the meeting of the Organization for Security and Cooperation in Europe (OSCE) on bias-motivated violence, was a Senior Research Fellow at University College London, and the recipient of a Ford Foundation grant to study bias-motivated violence in the United Kingdom.",Frederick M. Lawrence
166,"Lawrence is a trustee of Beyond Conflict, serves on the Executive Committee of the Board of Directors of the National Humanities Alliance, the Editorial Board of the Journal of College and University Law, and the National Commission of the Anti-Defamation League, and has been a Trustee of Williams College and WGBH.  ",Frederick M. Lawrence
166,"At Phi Beta Kappa, Lawrence has focused on advocacy for the arts, humanities and sciences, championing free expression, free inquiry and academic freedom, and invigorating the Society’s 286 chapters and nearly 50 alumni associations.",Frederick M. Lawrence
166,"As president of Brandeis, Lawrence strengthened ties between the university and its alumni and focused on sustaining the university’s historical commitment to educational access through financial aid.",Frederick M. Lawrence
166,"His accomplishments during his presidency included restoring fiscal stability to the university and overseeing record setting increases in admissions applications, undergraduate financial aid and the university’s endowment.",Frederick M. Lawrence
166,"An acclaimed teacher, Lawrence taught an undergraduate seminar on punishment and crime that was one of the most popular undergraduate courses offered at Brandeis.",Frederick M. Lawrence
166,Lawrence was widely regarded as a champion of the fine arts.,Frederick M. Lawrence
166,"He revitalized the university’s Rose Art Museum, recruited and hired a dynamic new museum director, and commissioned the Light of Reason sculpture, creating a dynamic outdoor space for the Brandeis community.",Frederick M. Lawrence
166,"Prior to Brandeis, Lawrence was dean and Robert Kramer Research Professor of Law at George Washington University Law School from 2005 to 2010.",Frederick M. Lawrence
166,"During his time at GW Law, Lawrence recruited the strongest classes in the school’s history, and his five years as dean were five of the six highest fund-raising years in the school’s history.",Frederick M. Lawrence
166,"He was Professor of Law at Boston University School of Law from 1988 to 2005, during which time he served as Associate Dean for Academic Affairs and received the Metcalf Award for Excellence in Teaching, the university’s highest teaching honor.  ",Frederick M. Lawrence
166,"Lawrence’s legal career was distinguished by service as an assistant U.S. attorney for the southern district of New York in the 1980s, where he became chief of the Civil Rights Unit.",Frederick M. Lawrence
166,"Lawrence received a bachelor’s degree in 1977 from Williams College magna cum laude where he was elected to Phi Beta Kappa, and a law degree in 1980 from Yale Law School where he was an editor of the Yale Law Journal.",Frederick M. Lawrence
167,"A.B., Holy Cross College; J.D., cum laude, Suffolk University Law School; LL.M., Harvard Law School.  ",Richard J. Leon
167,Professor Leon is a United States District Judge for the District of Columbia.,Richard J. Leon
167,"Prior to his appointment to the bench, he was a partner in the Washington office of Baker & Hostetler LLP (1989-1999) and Vorys, Sater, Seymour and Pease LLP (1999-2002).  ",Richard J. Leon
167,"In private practice, Professor Leon specialized in representing individuals and corporations under investigation by either the U.S. Department of Justice, the Congress, or both.",Richard J. Leon
167,"Prior to and while in private practice, Professor Leon served as counsel to Congress in the investigations of three sitting Presidents.",Richard J. Leon
167,"In 1987, he was the Deputy Chief Minority Counsel to the U.S. House Select “Iran-Contra” Committee.",Richard J. Leon
167,"From 1992-1993, he was the Chief Minority Counsel to the U.S. House Foreign Affairs Committee’s “October Surprise” Task Force.",Richard J. Leon
167,"In 1994, Professor Leon was Special Counsel to the U.S. House Banking Committee for its “Whitewater” investigation.",Richard J. Leon
167,He also served in 1997 as Special Counsel to the bipartisan U.S. House Ethics Reform Task Force.,Richard J. Leon
167,"Earlier in his career, Professor Leon served at the U.S. Department of Justice in a number of positions including the Deputy Assistant Attorney General in the Environment Division, Senior Trial Attorney in the Criminal Section of the Tax Division, and as a Special Assistant United States Attorney in the Southern District of New York.",Richard J. Leon
167,Professor Leon also was a full time law professor at St. John’s University Law School from 1979-1983.,Richard J. Leon
167,He has co-taught Congressional Investigations with Professor Podesta since 1997.,Richard J. Leon
168,"Elisa Massimino is the Robert F. Drinan, S.J., Chair in Human Rights at Georgetown University Law Center and a senior fellow at the Center for American Progress.",Elisa Massimino
168,"Before coming to Georgetown, Massimino was a senior fellow with the Carr Center for Human Rights Policy at Harvard’s Kennedy School of Government and a practitioner-in-residence at Georgetown’s Walsh School of Foreign Service.",Elisa Massimino
168,"Previously, Massimino spent 27 years—the last decade as president and CEO—at Human Rights First, one of the nation’s leading human rights advocacy organizations.",Elisa Massimino
168,Massimino has a distinguished record of human rights advocacy in Washington.,Elisa Massimino
168,She has testified before Congress dozens of times; writes frequently for mainstream publications and specialized journals; appears regularly in major media outlets; and speaks to audiences around the country.,Elisa Massimino
168,"During her leadership at Human Rights First, the influential Washington publication",Elisa Massimino
168,The Hill consistently named her one of the most effective public advocates in the country.,Elisa Massimino
168,Massimino is a member of the Council on Foreign Relations and the U.S. Supreme Court Bar.,Elisa Massimino
168,"She holds a law degree from the University of Michigan, a master’s degree in philosophy from Johns Hopkins University, and is a Phi Beta Kappa graduate of Trinity University.",Elisa Massimino
168,"Prior to law school, Massimino taught philosophy at various colleges and universities in Michigan.",Elisa Massimino
169,Mary McCord is Executive Director of the Institute for Constitutional Advocacy and Protection (ICAP) and a Visiting Professor of Law at Georgetown University Law Center.  ,Mary McCord
169,"At ICAP, McCord leads a team that brings constitutional impact litigation at all levels of the federal and state courts across a wide variety of areas including First Amendment rights, immigration, criminal justice reform, and combating the rise of private paramilitaries.    ",Mary McCord
169,McCord was the Acting Assistant Attorney General for National Security at the U.S. Department of Justice from 2016 to 2017 and Principal Deputy Assistant Attorney General for National Security from 2014 to 2016.,Mary McCord
169,"Previously, McCord was an Assistant U.S. Attorney for nearly 20 years at the U.S. Attorney’s Office for the District of Columbia.  ",Mary McCord
169,"Among other positions, she served as a Deputy Chief in the Appellate Division, overseeing and arguing hundreds of cases in the U.S. and District of Columbia Courts of Appeals, and Chief of the Criminal Division, where she oversaw all criminal prosecutions in federal district court.",Mary McCord
169,McCord is a statutorily designated amicus curiae for the Foreign Intelligence Surveillance Court and Foreign Intelligence Surveillance Court of Review.  ,Mary McCord
169,"McCord served as legal counsel to the U.S. House of Representatives Task Force 1-6 Capitol Security Review appointed by Speaker Nancy Pelosi after the January 6, 2021, attack on the U.S. Capitol.  ",Mary McCord
169,"McCord also served on the Columbus Police After Action Review Team tasked with evaluating how the Columbus, Ohio, Police Department responded to the 2020 summer protests.",Mary McCord
169,"McCord has written about domestic terrorism, unlawful militia activity, public safety, and the rule of law for publications including the Washington Post, New York Times, Wall Street Journal, Los Angeles Times, The Atlantic, Slate, Lawfare, and Just Security.  ",Mary McCord
169,"She has appeared on NPR, PBS, CNN, MSNBC, ABC, and other media outlets.",Mary McCord
169,"McCord received the Oliver White Hill Courageous Advocate Award from the Virginia Trial Lawyers’ Association in 2018, based on her work with ICAP litigating against white supremacist and private militias that attended the Unite the Right rally in Charlottesville, Virginia, in 2017.   ",Mary McCord
169,McCord graduated from Georgetown University Law School and served as a law clerk for Judge Thomas Hogan of the U.S. District Court for the District of Columbia.,Mary McCord
170,Audrey McFarlane’s research and teaching focus on areas of law related to economic development.  ,Audrey McFarlane
170,"Her scholarship examines the ways in which economic development is not a neutral policy that government can advance without addressing significant structural issues related to race, class and geography.",Audrey McFarlane
170,Her most recent works have focused on how mixed income housing reflects social domination and seeks to manage discrimination and  how constitutional doctrine should evaluate the propriety of inclusionary zoning in ways that account for developers’ role and influence on development decision-making.  ,Audrey McFarlane
170,"Professor McFarlane has also written on a range of topics including how norms of property law contribute to recurrent foreclosure crises, the insights of critical race theory for eminent domain and regulatory takings, and democratic theoretical justifications for community participation in economic development.  ",Audrey McFarlane
170,"She has been a visiting professor at Northeastern School of Law, Seattle University School of Law and University of Maryland School of Law.",Audrey McFarlane
170,Professor McFarlane has an A.B. from Harvard-Radcliffe and a J.D. from Stanford Law School where she was a member of the Stanford Law Review.,Audrey McFarlane
170,"She joined the University of Baltimore School of Law faculty after clerking for the Hon. A. Leon Higginbotham, Jr., Chief Judge of the United States Court of Appeals for the Third Circuit, and working as an associate at the Washington D.C. law firm of Wilmer Cutler and Pickering.",Audrey McFarlane
170,"At UBalt, she teaches courses in Property, Land Use, Local Government and Local Economic Development and  is the former Associate Dean of Faculty Research & Development.",Audrey McFarlane
172,"Jill C. Morrison is the Executive Director of the Women’s Law and Public Policy Fellowship Program (WLPPFP), and Leadership and Advocacy for Women in Africa (LAWA) Program.",Jill Morrison
172,"She also teaches the LAWA seminar, where each of the LL.",Jill Morrison
172,M. candidates develops a thesis focusing on a particular woman’s human rights issue.,Jill Morrison
172,"Jill recently began working with J.D. students, supervising the writing requirement and teaching a seminar on Reproductive Justice.  ",Jill Morrison
172,"She also co-teaches The First Thousand Days, a Global Health Law course focusing on laws and policies impacting the developmental period from a fetus’s conception through birth until the age of two.",Jill Morrison
172,"Jill returned to WLPPFP in 2012, after thirteen years at the National Women’s Law Center, where she was a 1998-1999 Fellow.",Jill Morrison
172,"At the Center, Jill developed legal theories to protect and advance access to comprehensive reproductive health services, and to protect the rights of vulnerable pregnant and parenting women.",Jill Morrison
172,"Prior to joining the Center, Jill served as a judicial clerk to the Honorable Sterling Johnson Jr., Eastern District of New York.",Jill Morrison
172,"She also spent a year at the Women’s Law Project as a Philadelphia Bar Foundation Fellow, and in private practice with Ballard, Spahr, Andrews & Ingersoll.",Jill Morrison
172,"At Yale Law School, Jill was an editor of the Yale Journal of Law and Feminism and President of the Black Law Students’ Association.",Jill Morrison
172,She received her undergraduate degree in Journalism from Rutgers University.,Jill Morrison
172,Jill previously served on the National Board of If/When/How: Lawyering for Reproductive Justice.,Jill Morrison
172,"She is currently on the Steering Committee of the District of Columbia Bar Association’s International Law Community, and recently completed her LL.M. in Global Health Law.",Jill Morrison
172,She is working with a group of students to develop a Reproductive Justice curriculum for Georgetown’s Street Law program.,Jill Morrison
173,"B.B.A.,",Glen D. Nager
173,"The University of Texas at Austin; J.D., Stanford University.",Glen D. Nager
173,Professor Nager has argued 13 cases before the U.S. Supreme Court.,Glen D. Nager
173,"He has argued appeals in a wide range of subject areas, including antitrust, intellectual property, government contracts, and environmental cases, among others.",Glen D. Nager
173,"Professor Nager’s substantive specialty is employment law, doing both litigation and counseling, with particular emphasis on the areas of age discrimination, civil rights, and employee benefits law.",Glen D. Nager
173,"From 1995-2000, by joint appointment of the majority and minority leaders of the House and Senate, Professor Nager served as chair of the board of directors of the Office of Compliance of the U.S. Congress.",Glen D. Nager
173,"This board is responsible for promulgating regulations and adjudicating cases under the Congressional Accountability Act, a federal statute that made 11 other federal labor law applicable to employment in the federal legislative branch.",Glen D. Nager
173,"Formerly General Counsel of the United States Golf Association (USGA), Professor Nager served as President of the USGA from 2012-2014 and as a member of the Executive Committee of the USGA from 2006-2014.",Glen D. Nager
173,"In this volunteer position, Professor Nager participated in the governance of the non-profit organization that makes the rules of golf and runs America’s national golf championships.",Glen D. Nager
173,Professor Nager is a member of the ABA (Labor and Employment Law Section; formerly on the Special Committee on Government Affairs; former chairman of the Civil Rights and Employment Discrimination Subcommittee) and the District of Columbia Bar (Labor Law Section).,Glen D. Nager
173,"In January 2003, The American Lawyer featured Professor Nager as one of the nation’s 45 top lawyers under the age of 45.",Glen D. Nager
173,"In April 2004, The Legal Times named Professor Nager as one of the top 12 employment lawyers in Washington, D.C.",Glen D. Nager
174,"Father O’Brien is a professor of law emeritus at the Catholic University of America, where he previously served as assistant dean for admissions and student affairs.",Raymond C. O'Brien
174,"He was an attorney for the Small Business Administration, served as a captain in the United States Army, and a trustee for the Law School Admission Council.",Raymond C. O'Brien
174,He was a member of the National Institute of Allergy and Infectious Diseases National Advisory Allergy and Infectious Diseases Council.,Raymond C. O'Brien
174,"Father O’Brien has a wide range of teaching experience, including adjunct positions at law schools at George Mason, American University, St. Mary’s University in San Antonio, and Loyola, Los Angeles.",Raymond C. O'Brien
174,"Currently a visiting professor at the Law Center, Father O’Brien has also taught at the Law Center as an adjunct and as a visiting associate professor.",Raymond C. O'Brien
174,"In addition to numerous law review articles, he is the author of Long Term Care: Private, State and Federal Options for the Future (1997) (with Michael Flannery) and Domestic Relations: Cases and Materials (9th ed. 2021) (with Walter Wadlington and Robin Fretwell Wilson), Family Law Statutes, International Conventions and Uniform Laws, (2021) (with Robin Fretwell Wilson), and Family Law in Perspective, (5th ed. 2021) (with Robin Fretwell Wilson).",Raymond C. O'Brien
174,"He is also the co-author of Decedents’ Estates (4th ed. 2020) (with Michael Flannery), The Prudent Investing of Trusts (2009) (with Michael Flannery), The Fundamentals of Elder Law (2015) (with Michael Flannery), and The Sexual Exploitation of Children (2016) (with Michael Flannery).",Raymond C. O'Brien
175,John F. Olson joined the faculty as a Distinguished Visitor from Practice in 2007.   ,John F. Olson
